question_id,skill,cefr_level,text,level,metric_flags,predicted_level,level_match,level_change_reason,accuracy_pct,clarity_score,construction_score,passage_strength_score,grammar_errors,qc_label,qc_reason,qc_level_only,fairness_flags,fairness_qc_label,fairness_qc_reason,final_decision,final_decision_reason
caeaa2d9-7262-4d41-8813-706391dba1bf,speaking,B2,"Talk about one change you would like to make or see made to help tackle climate change.

Topic: Describe a change you would like to see to help tackle climate change.

You should say:
- What the change would be and how it would work
- Why you think this change is important for the environment
- Who should be responsible for making the change happen
- How this change might affect people's daily lives and any possible problems

You have 2 minutes to prepare. Speak for about 2 minutes.",B2,none,B2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
93a22779-eb32-431e-bf56-696bd6bb71e0,speaking,B1,"Talk about a job you would like to have in the future.

Topic: Describe a job you would like to have in the future.

You should say:
- What the job is and where you would work
- Why you would like this job
- What skills or experience you need and how you would get them

You have 2 minutes to prepare. Speak for about 1 minute 30 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
09996aea-bec8-4a49-9c6e-dcd910df7da2,speaking,C2,"Describe a significant historiographical change - an instance where historians substantially revised their interpretation of a historical event, movement or individual.

Topic: Describe a significant change in the interpretation of a historical event, movement or individual.

You should say:
- Identify the specific subject and succinctly summarise the earlier, orthodox interpretation that prevailed.
- Explain the new evidence, methodologies or theoretical perspectives that prompted historians to revise that interpretation.
- Outline the main points of contention in the ensuing historiographical debate and how different scholars have responded.
- Evaluate the wider ramifications of the revision for public memory, education or policy, and give your own assessment of its validity.

You have 2 minutes to prepare. Speak for about 3-4 minutes.",C2,none,C1,False,"Changed from C2 to C1: The prompt requires highly specialized academic vocabulary and the ability to synthesize complex, abstract arguments regarding scholarly debates.",100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,none,FAIRNESS_PASS,pass,REVIEW,REVIEW -- content: Predicted CEFR level outside defined range of labeled level.
111b6649-e8a7-47f5-a042-5c75bcb3b036,speaking,B2,"Describe a change you would make to help reduce climate change and explain how you would carry it out.

Topic: Describe a change you would make to help reduce climate change.

You should say:
- What exact change you would introduce (for example, a policy, a community project, or a personal habit)
- Why you would choose this change and why it matters for the environment or your local area
- How you would put the change into practice, including who would be involved and what steps are needed
- What effects you expect the change to have and any challenges or objections you might encounter

You have 2 minutes to prepare. Speak for about 2 minutes.",B2,none,B2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
a5b29517-66fe-43e2-9802-da7c26951f6a,speaking,A2,"Describe a time you went shopping.

Topic: Talk about a time you went shopping.

You should say:
- Where you went and when
- What you bought and one detail about it
- Who you went with and how you felt

You have 1 minute to prepare. Speak for about 1 minute.",A2,none,A2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
48494dc0-014f-4914-b28d-5c2664e39144,speaking,A2,"Describe a day with weather you remember well.

Topic: Describe a day with weather you remember.

You should say:
- When and where this day was
- What the weather was like that day
- What you did on that day and how you felt

You have 60 seconds to prepare. Speak for about 60 seconds.",A2,none,B1,False,"Changed from A2 to B1: The task requires describing a personal experience and feelings, which aligns with the B1 descriptor for describing experiences and using a range of tenses.",100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,none,FAIRNESS_PASS,pass,REVIEW,REVIEW -- content: Predicted CEFR level outside defined range of labeled level.
ef5020e1-587d-4c22-8586-5a9e6abd27f9,speaking,B1,"Describe a trip you remember well.

Topic: Describe a trip you remember well.

You should say:
- Where you went and when
- Who you went with and what you did there
- Why the trip was special and how you felt

You have 2 minutes to prepare. Speak for about 1.5 minutes.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
ee9ab63c-2cb1-487b-921d-af3dccc183d8,speaking,C1,"Describe an idea from the philosophy of language that you find important or thought-provoking.

Topic: An idea from the philosophy of language

You should say:
- Explain the idea clearly, using precise terminology; clarify its central claim and what it seeks to resolve about language or meaning.
- Outline where the idea comes from and name a philosopher or school associated with it, summarising any pivotal arguments or texts.
- Discuss the significance of the idea: how it affects interpretation, communication, or our understanding of truth and reference in social contexts.
- Provide a concrete example of the idea in practice (everyday speech, media, or technology) and evaluate its strengths and limitations from your perspective.

You have 2 minutes to prepare. Speak for about 2½ minutes.",C1,none,C1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
fe8a138d-5b39-4e1a-b139-b3f45dfa0bec,speaking,C1,"Describe a recent development or ethical dilemma in neuroscience that you consider significant. Explain its nature, its broader implications, and your personal viewpoint.

Topic: Talk about a recent development or ethical dilemma in neuroscience.

You should say:
- Describe the development or dilemma clearly - what it involves, how it works or how it emerged.
- Explain why it is significant, including potential scientific, medical or societal benefits.
- Discuss the ethical, legal or social concerns it raises and identify who is most affected.
- Say what regulatory measures, public attitudes or professional responsibilities you think should be implemented and why.

You have 2 minutes to prepare. Speak for about 2½ minutes.",C1,none,C1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
3147d09b-d32f-4c22-b403-763b55d9274f,speaking,B1,"Talk about a film, TV show or live performance you enjoyed recently.

Topic: Describe a film, TV show or live performance you enjoyed recently.

You should say:
- What it was and when or where you watched or saw it
- What happened or what the show or performance was like, and who was involved
- Why you enjoyed it, how it made you feel, and whether you would recommend it

You have 2 minutes to prepare. Speak for about 90 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
0216ff48-87f0-4262-83e6-3a69ddf3a509,speaking,B1,"Talk about a time when you had to manage or spend money for something important.

Topic: Describe a time when you had to manage or spend money for an important reason.

You should say:
- What you needed to buy or pay for and who it was for
- How much it cost and the way you paid for it
- Why it was important and how you felt about the decision

You have 2 minutes to prepare and 1 minute 30 seconds to speak.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
e19d8848-d428-4e68-ab4b-fb313b8306de,speaking,B1,"Describe a cultural event you attended.

Topic: Describe a cultural event you attended

You should say:
- When and where the event took place
- What happened at the event and what you did there
- Why the event was memorable for you and how it made you feel

You have 2 minutes to prepare. Speak for about 1 minute and 30 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
2d71f230-cc8b-48b1-b95c-423c143fe1d6,speaking,B1,"Talk about a time when you had to manage your money carefully.

Topic: Describe a time you had to manage money carefully.

You should say:
- When this happened and why you needed to be careful with money
- What you did to control your spending or save more
- How you felt about the situation and what you learnt from it

You have 2 minutes to prepare. Speak for about 1 minute 30 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
a3095e93-2715-48aa-a109-27fa599532a4,speaking,C2,"Describe an abstract conceptual theory, paradox, or philosophical problem that you find intellectually compelling.

Topic: Describe an abstract conceptual theory or paradox that fascinates you.

You should say:
- Identify the theory or paradox and succinctly summarise its central claim or thesis.
- Explain which aspects of it captivate you intellectually and the epistemological or ethical implications it raises.
- Illustrate a concrete domain (e.g. science, law, public policy, art or personal experience) in which the idea is applied, debated, or has real-world consequences.
- Critically evaluate principal objections or limitations and suggest how the theory might be refined, reconciled with competing views, or empirically investigated.

You have 2 minutes to prepare and up to 3 minutes to speak.",C2,none,C1,False,"Changed from C2 to C1: The prompt requires highly specialized academic vocabulary (e.g., 'epistemological', 'empirically investigated') and the ability to engage in complex, abstract, and critical discourse.",100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,none,FAIRNESS_PASS,pass,REVIEW,REVIEW -- content: Predicted CEFR level outside defined range of labeled level.
be06057e-9b72-4d17-862c-2a9b97499b71,speaking,B2,"Describe an example of economic inequality and discuss its causes, effects and one change you would make to address it.

Topic: A time or place when you noticed economic inequality

You should say:
- Describe where or when you saw the inequality and who was affected
- Explain how this inequality changed people's daily lives or opportunities
- Say what you think causes this kind of inequality in your community or country
- Describe one change you would make to reduce the inequality and why it might help, including any difficulties you might face

You have 2 minutes to prepare. Speak for about 2 minutes.",B2,none,B2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
97d6dc8f-e5b4-4ef0-a0fa-c1be1339df61,speaking,A2,"Describe one person in your family or a friend.

Topic: Describe a family member or a friend you like.

You should say:
- Who this person is and how you know them.
- What they look like.
- When you see them and why you like them.

You have 60 seconds to prepare. Speak for up to 60 seconds.",A2,none,A2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
3a40ef41-3f9e-4ed0-bc22-9d698365c525,speaking,A2,"Talk about a food or drink you like.

Topic: Describe a food or drink you like.

You should say:
- Name the food or drink and say when you eat or drink it.
- Say what is in it and what it looks like.
- Say who you eat or drink it with and why you like it.

You have 60 seconds to prepare. Speak for 60 seconds.",A2,none,A2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
a0d15f28-e4c2-40f1-9f87-9dc9fd3cca24,speaking,A1,"Talk about your pet.

Topic: Describe your pet.

You should say:
- Say what animal it is.
- Say its name and age.
- Say what you do with it every day.

You have 45 seconds to prepare. You have 45 seconds to speak.",A1,none,A1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
a2ab6dac-1d2a-4543-aa1d-d1626716d5bb,speaking,B1,"Describe a piece of technology you use in your daily life.

Topic: A piece of technology you use every day

You should say:
- What the device or app is and what it does
- When you started using it and how often you use it
- How it helps you in your daily life and one thing you would change about it

You have 2 minutes to prepare. Speak for about 1 minute 30 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
c5f65058-4194-41ec-a24f-9e963a7b1599,speaking,B1,"Describe a decision you made about your education.

Topic: Describe a decision you made about your education.

You should say:
- What the decision was and when you made it
- The reasons you chose this option
- How this decision affected your studies or plans

You have 2 minutes to prepare. Speak for about 1 minute 30 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
272bc5ad-b6d7-4715-bb26-0dab2ef4d597,speaking,B2,"Describe a change you would make to reduce economic inequality in your country.

Topic: A change you would make to reduce economic inequality

You should say:
- Describe the specific policy, programme or action you would introduce.
- Explain why this change is necessary and which people or groups would benefit.
- Say how the change could be implemented and who would be responsible for it.
- Describe the likely effects of the change and any possible problems or objections.

You have 2 minutes to prepare. Speak for up to 2 minutes.",B2,none,B2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
55de4e26-21e9-4e7c-b36f-656cccc3a91f,speaking,B1,"Describe a time when you saved money for something important.

Topic: Describe a time you saved money for something important.

You should say:
- What you were saving for and why it mattered to you
- How you saved money and the steps you took
- How you felt when you reached your goal and what you learned

You have 2 minutes to prepare. Speak for up to 1 minute 30 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
de803ebd-7cf6-4cce-bd10-ac72497f1d3a,speaking,B1,"Describe a teacher or a class that helped you learn something important. Explain who they were, what happened, and why it was important to you.

Topic: Describe a teacher or class that helped you learn something important.

You should say:
- Who the teacher was or what the class was about
- What the teacher did or an activity that helped you understand
- Why this help was important and how it changed your learning

You have 2 minutes to prepare. Speak for about 1 minute 30 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
94162383-5d7d-4cf6-9e95-546da3cc6354,speaking,B1,"Describe a cultural event you attended.

Topic: Describe a cultural event you attended.

You should say:
- When and where it took place
- What you saw or did at the event
- Why it was special to you and whether you would go again

You have 2 minutes to prepare. Speak for about 1 minute 30 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
9cbe072f-559e-4d7f-afee-dc17f7df14c0,speaking,B1,"Describe a time when a friend or family member helped you in a difficult situation.

Topic: Describe a time someone close to you helped you.

You should say:
- Who this person is and how you know them.
- What the problem or situation was and exactly what they did to help.
- How you felt after their help and why it was important to you.

You have 2 minutes to prepare. Speak for about 1 minute and 30 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
cc665817-5551-4060-8784-8048b1942978,speaking,B1,"Describe a trip or holiday you enjoyed.

Topic: Describe a trip or holiday you enjoyed.

You should say:
- Where you went and when the trip happened
- Who you went with and how you travelled there
- What you liked most about the trip and why

You have 2 minutes to prepare and about 90 seconds to speak.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
8a79bf00-0180-41fd-81e5-1ec954db49ae,speaking,B1,"Describe a person you enjoy spending time with.

Topic: Describe someone you enjoy spending time with.

You should say:
- Who this person is and how you know them
- What you usually do when you are together
- Why you enjoy spending time with this person

You have 2 minutes to prepare. Speak for about 1 to 2 minutes.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
143169e2-a0c1-477d-98a3-d9d7a7790d20,speaking,B1,"Describe a film or TV show you recently enjoyed and explain why you liked it.

Topic: Describe a film or TV show you recently enjoyed.

You should say:
- What the film or show was and where you watched it
- The main story or idea and one thing you liked about it
- Whether you would recommend it to others and why

You have 2 minutes to prepare. Speak for 1-2 minutes.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
ca1359d1-fd52-47b3-89f2-c38d387dba54,speaking,B1,"Describe a sport or exercise activity you do to keep healthy.

Topic: Describe a sport or exercise activity you do to keep healthy.

You should say:
- When you started doing it and how often you do it
- What you do during this activity and where you do it
- Why you enjoy it and how it helps your health

You have 2 minutes to prepare. Speak for about 90 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
fc309e1a-2326-4a84-92e8-dfcb763d8bd9,speaking,A1,"Talk about your favourite food.

Topic: Describe your favourite food.

You should say:
- Name the food.
- Say when you eat it.
- Say why you like it.

You have 45 seconds to prepare. Speak for about 45 seconds.",A1,none,A2,False,Changed from A1 to A2: The task requires using high-frequency everyday vocabulary and simple grammatical structures to describe personal preferences and immediate relevance.,100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,none,FAIRNESS_PASS,pass,REVIEW,REVIEW -- content: Predicted CEFR level outside defined range of labeled level.
6f5da107-d094-49d7-88fb-3f7483788a21,speaking,A1,"Describe one member of your family.

Topic: Describe one member of your family.

You should say:
- Say the name and your relation to them.
- Say where they live and their job.
- Say one thing you do with them and how you feel.

You have 45 seconds to prepare and 45 seconds to speak.",A1,none,A1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
5d620131-2da1-48a8-984d-e49d29a203f3,speaking,A1,"You talk about a colour you like.

Topic: Describe a colour you like.

You should say:
- What colour do you like?
- Where do you see this colour?
- Why do you like this colour?

You have 45 seconds to prepare. You speak for about 45 seconds.",A1,none,A1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
3717a747-a09f-4960-b878-2f621dfd323c,speaking,A1,"Describe your pet.

Topic: My pet

You should say:
- What animal it is and its name
- How it looks (size and colour)
- What you do with it now (play or feed)

You have 45 seconds to prepare and 45 seconds to speak.",A1,none,A1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
d09f71d7-0883-4b2a-9b7b-111f85e9cfbc,speaking,C2,"Describe a contemporary scientific controversy, paradox, or contested hypothesis that you can explain and evaluate in depth.

Topic: Describe a contemporary scientific controversy or paradox.

You should say:
- Summarise the phenomenon or hypothesis, outlining its scientific context and the principal researchers, disciplines or institutions involved.
- Explain why the issue is contentious or paradoxical, referring to the central empirical findings, methodological disputes or competing theoretical frameworks.
- Analyse the broader ramifications for scientific practice, public policy or the epistemology of the discipline.
- Propose plausible avenues for resolving the dispute (experimental designs, theoretical integration or interdisciplinary approaches) and state which resolution you find most compelling, with reasons.

You have 120 seconds to prepare. Speak for about 210 seconds.",C2,none,C1,False,"Changed from C2 to C1: The prompt requires highly specialized academic vocabulary and the ability to construct complex, abstract arguments regarding scientific methodology and epistemology.",100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,none,FAIRNESS_PASS,pass,REVIEW,REVIEW -- content: Predicted CEFR level outside defined range of labeled level.
a39aa5e4-03a2-45d6-828c-bea3418b5722,speaking,B1,"Describe a class or lesson you enjoyed at school or college.

Topic: Describe a class or lesson you enjoyed at school or college.

You should say:
- What the class was about
- One thing that made the lesson interesting for you
- How this lesson helped you later

You have 2 minutes to prepare. Speak for about 1 minute 30 seconds.",B1,none,B1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
f533d0f5-3735-4ffa-afb1-9d65e99782bd,speaking,B1,"Describe an environmental problem in your area.

Topic: Describe an environmental problem in your area.

You should say:
- What the problem is and when you first noticed it
- How this problem affects people and nature nearby
- What could be done to improve the situation and your opinion

You have 2 minutes to prepare and should speak for about 90 seconds.",B1,none,B2,False,"Changed from B1 to B2: The task requires discussing an abstract topic and proposing solutions, which necessitates complex grammatical structures and nuanced vocabulary.",100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,none,FAIRNESS_PASS,pass,REVIEW,REVIEW -- content: Predicted CEFR level outside defined range of labeled level.
a6355563-9ebc-403e-8e62-05b8b9aa5e27,speaking,B2,"Describe a change you would make to social media or online platforms.

Topic: A change you would make to social media or online platforms

You should say:
- The specific change you would introduce to a social media platform
- Why this change is necessary and the problem it would solve
- How the change could be put into practice or enforced
- The possible effects on users and on digital culture in general

You have 2 minutes to prepare. Speak for about 2 minutes.",B2,none,B2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
c508c153-d44b-474b-bc9d-d61488c11516,speaking,C2,"Talk about a question or debate from the philosophy of mind that you consider significant.

Topic: Describe a question or debate in the philosophy of mind that you find significant.

You should say:
- State the precise question or debate (for example: the mind-body problem, the nature of consciousness/qualia, computationalism versus biological naturalism) and define any specialised terms you need.
- Summarise the principal competing positions and the key reasons philosophers advance each position.
- Explain why this question matters to you intellectually and what broader consequences it has for ethics, science, or everyday self-understanding.
- Give a concrete illustration or thought experiment that encapsulates the debate (e.g. Mary's room, the Chinese Room, philosophical zombies) and reflect briefly on plausible avenues for resolving or reframing the issue.

You have 120 seconds to prepare. Speak for about 210 seconds.",C2,none,C1,False,"Changed from C2 to C1: The prompt requires the use of highly specialized academic vocabulary and the ability to discuss complex, abstract philosophical concepts and their implications.",100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,requires_specialist_knowledge,FAIRNESS_FLAG,the item assumes specialist or cultural knowledge that a general test-taker can't be expected to have; evidence: The task requires specialized academic knowledge of philosophy of mind to answer effectively.,REJECT,REJECT -- content: Predicted CEFR level outside defined range of labeled level.; fairness: The item assumes specialist or cultural knowledge that a general test-taker can't be expected to have. Evidence: The task requires specialized academic knowledge of philosophy of mind to answer effectively.
1c75f48f-5d09-4932-9479-1a9448a1bac6,speaking,A1,"Talk about your home.

Topic: My home

You should say:
- Where you live
- A room you like and why
- Who lives with you and one thing you do at home

You have 45 seconds to prepare and 45 seconds to speak.",A1,none,A2,False,Changed from A1 to A2: The task focuses on immediate personal relevance and requires the use of everyday vocabulary and simple connectors to explain preferences.,100,5,5,5,0,FLAG,predicted CEFR level outside defined range of labeled level,True,none,FAIRNESS_PASS,pass,REVIEW,REVIEW -- content: Predicted CEFR level outside defined range of labeled level.
db8a5e0e-5217-433e-b877-74357488b185,speaking,B2,"Describe an example of artificial intelligence and explain its effects on people.

Topic: Describe an example of artificial intelligence that affects people.

You should say:
- What the artificial intelligence system or application is (give a clear example)
- Where and when you first saw or used it
- How it changed people's daily routines, work, or choices
- Your view of its main benefits and drawbacks and whether you would like it to change

You have 2 minutes to prepare. Speak for about 2 minutes.",B2,none,B2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
29d07d80-848e-419c-9bfd-ca61c67162a2,speaking,B2,"Describe a public policy you would like to change or introduce in your country.

Topic: Describe a public policy you would like to change or introduce.

You should say:
- What the policy is and which people or area it would affect
- The main reasons why you think this change or new policy is needed
- How the change could be carried out and who might be responsible
- The likely effects on society and any problems or opposition it might face

You have 2 minutes to prepare. Speak for up to 2 minutes.",B2,none,B2,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
5bd5e984-eb72-46ea-9983-d92c05bbc5a7,speaking,A1,"Talk about a greeting you use.

Topic: Describe a greeting you use.

You should say:
- Who you say hello to.
- When you say this greeting.
- What words you say and what you do, for example smile or wave.

You have 45 seconds to prepare. Speak for about 45 seconds.",A1,none,A1,True,pass,100,5,5,5,0,PASS,meets all QC targets,False,none,FAIRNESS_PASS,pass,SELECT,SELECT -- passed
